,,BCQ,BCQ,CQL,CQL,IQL,IQL,BC,BC
365,18250,-30.1856148675616,-26.7468227147038,-20.0681546752081,-13.5311656121309,-48.1500160224941,-76.5886977815552,-109.313877675634,-36.9093078103741
366,18300,-28.217546510616,-31.4260396070916,-17.9751692533248,-17.0739473590108,-59.6528393650886,-73.2920408956378,-53.4910471863239,-45.3169294428659
367,18350,-32.3547745071973,-36.6256886215939,-17.7752381070155,-13.611250177664,-66.5659824555732,-76.1872977646742,-54.355897117672,-75.3251968079224
368,18400,-24.3254269601803,-38.9989424452868,-20.503395314289,-13.5438674536167,-74.4974346929795,-70.3546176252476,-49.9668674171384,-40.1784975737646
369,18450,-18.8736323382086,-33.7023611802825,-19.3697097962003,-13.2302825416986,-69.1874376429861,-73.764709912684,-54.0034567638921,-74.990426932471
370,18500,-26.6666603626614,-39.8227997397886,-19.623967381069,-18.9367429292223,-61.1397852138887,-75.0037043061025,-24.1571659517525,-45.6516023734259
371,18550,-46.8710786199962,-38.6160942099272,-17.3744661724673,-15.7904803284027,-77.2366714539397,-69.1427707675365,-28.9065799736901,-46.160258915949
372,18600,-23.8160300763666,-39.8798089829951,-19.4790474463518,-13.6595669711538,-62.715331974024,-75.6056734289872,-39.2042547076429,-45.7282754834723
373,18650,-21.6201372277777,-31.9413994689617,-18.4203004622001,-15.0508739433104,-62.0967804009114,-37.5163847226011,-73.6614621551233,-45.1906583375729
374,18700,-21.8669093154781,-54.0122147519292,-18.673992648387,-15.0163543414546,-75.9324227569888,-73.9771110794586,-117.759873880274,-44.9426541839693
375,18750,-39.7603789677773,-42.0496156588858,-20.0507998701183,-17.2008698150041,-76.7488594043633,-74.4318468064103,-33.472960377297,-45.7415839537824
376,18800,-24.2841497609659,-28.4682062790605,-14.7919566062936,-17.8376575490808,-71.0630021677727,-72.8717578126538,-29.6883779924536,-44.9851825528352
377,18850,-19.5331813693063,-68.536275903063,-20.103102299193,-16.4920998040448,-77.8762217627109,-74.1889014248647,-66.1052866766609,-44.8074351685078
378,18900,-31.8180319039889,-41.6804852374175,-18.3035004011609,-18.2765385991129,-65.6283885689432,-76.3338218110782,-53.9003125854191,-47.9118090897232
379,18950,-30.5610497700665,-31.970917095337,-18.8085231607902,-13.0816794476926,-74.2342303533874,-69.7143320070093,-80.3809466088551,-45.1865437863377
380,19000,-21.3963640059426,-31.4016574933337,-19.7333091473533,-13.4572914695443,-51.7160927708189,-80.1133311404184,-34.3653591912453,-47.235563445762
381,19050,-20.9261897334849,-44.6565188520029,-15.388249231475,-13.3098220543344,-73.3992677415324,-74.9913769085316,-40.4422016275487,-35.9421153883033
382,19100,-20.2471342525126,-40.498257086851,-19.7521305873601,-16.5625689185366,-55.1752169250798,-29.7039388273013,-69.3096269827241,-44.2090713390208
383,19150,-22.6913992696564,-31.6785825064759,-18.7260645224852,-12.967642972829,-76.3681418599368,-33.6446183262989,-118.925573409737,-78.8317731113065
384,19200,-22.2066777578975,-49.3715454592208,-18.6535898366519,-14.1997566949734,-73.5537659748476,-68.4779696453302,-89.0524532243401,-46.0742579150992
385,19250,-21.0512303114198,-28.3099477450271,-12.7372877883735,-18.5629654500181,-57.0989549350469,-32.3725991314098,-87.7084380511548,-78.9187274355491
386,19300,-25.1273097039176,-38.3266809620216,-15.9001883463769,-18.9846214897996,-61.0541670552525,-75.1934067678489,-57.0658270279041,-47.1883591924181
387,19350,-28.8474682611219,-35.7189122919031,-20.3949747229682,-17.8152327298869,-64.8291735378748,-35.7187837833267,-117.260422712188,-43.6768340558834
388,19400,-25.4959131173296,-34.8808542652514,-17.6830637639765,-18.9050978156741,-65.196647463812,-71.9182475075605,-32.3451484597672,-39.5319042815716
389,19450,-23.7260031195923,-36.3357863510119,-16.9894150480378,-19.0651317342996,-49.5025596476596,-73.0493835085558,-109.329889325523,-41.54747002348
390,19500,-30.0987080411538,-41.3184009473881,-15.0124461721847,-14.3155357470293,-51.0483738904643,-71.0085469207943,-53.3800142695473,-47.9065432915702
391,19550,-30.5975309900377,-37.4368085677561,-21.9397210184273,-14.3526943930127,-64.0486323293757,-73.1005666566198,-83.9353721389594,-39.5684514095886
392,19600,-32.3322493449595,-37.3011231466514,-18.811770137347,-12.7155551678404,-43.6494840173483,-72.0564065819517,-38.238852255554,-34.9725475399238
393,19650,-19.1715750128118,-39.612414692308,-18.4232509762163,-17.6894492101004,-75.5495580102488,-41.857385740213,-71.5165068254556,-46.0803402118544
394,19700,-19.3275085242618,-28.7849774186148,-17.6820053646826,-18.3543785072077,-72.5775565832011,-70.4826216257153,-114.282349008278,-59.1323079394713
395,19750,-20.7398759416108,-26.97216175742,-18.3089890719215,-20.1253012211822,-44.110187899069,-78.6315781110289,-45.4117929032673,-46.4295878306317
396,19800,-26.4120017731698,-38.4250628180613,-17.1583462752304,-16.702557016426,-43.5862629907218,-69.9303854519301,-100.101571451054,-47.3839773687751
397,19850,-28.2279071360293,-37.2230662618943,-16.6136379179188,-18.8116189129846,-74.7493003399183,-72.9289114094212,-28.1281157957268,-39.4785716232874
398,19900,-30.5922207965557,-37.3601800374163,-18.7964860862443,-17.3499725026203,-50.571871826609,-71.247614049343,-51.0426173193438,-46.7617889364835
399,19950,-27.0105947921158,-42.3041588882212,-13.8411744106728,-18.0693458007981,-74.9531320462781,-29.4409885437759,-32.0847202498186,-47.6748334838352
400,20000,-20.8305446248242,-44.73822687657,-18.6681800817461,-15.7957051432623,-75.1364879277558,-76.591043138897,-52.7151135283187,-35.7550761906517
401,20050,-20.7125241531894,-38.5256271359817,-16.409365436986,-16.8290476347343,-69.226312464636,-72.2407330203325,-74.4052355747531,-47.1560153541239
402,20100,-21.0251162840801,-40.7637075252854,-17.711504159112,-19.7656067895803,-77.0716751086565,-73.0687434850407,-34.4172384270403,-44.0448609494394
403,20150,-11.7528584495224,-40.0456312840203,-16.0096384383249,-13.2015686859936,-58.7066287774178,-78.9123024536555,-68.4729212380868,-45.1776585304957
404,20200,-22.7275912749271,-43.0538918731178,-18.1690738821306,-18.3887184900622,-74.5814196913874,-72.838438138854,-40.9574198083344,-41.525622050934
405,20250,-34.2499237416796,-39.8351826482034,-18.0775099999592,-17.2580596536947,-41.4847577741964,-73.9625979830094,-35.2031354538345,-45.2520352119666
406,20300,-21.3451464228794,-41.875303528975,-19.1490141699468,-15.8825327361511,-71.8229913531748,-72.9158636712729,-41.4320147093025,-48.4788384029684
407,20350,-29.5507024008704,-38.0735330579479,-20.1991632253909,-18.5761180169031,-52.6517681310521,-71.376780993065,-35.4035209335863,-63.1013732993062
408,20400,-23.5883254764557,-41.912527614651,-16.7867317079564,-19.1096952292506,-47.4356043526344,-75.3639940910151,-32.0223432281313,-43.0306518755465
409,20450,-29.0221237025036,-28.3587230163257,-17.4340845930217,-16.9139806223921,-74.1541097093651,-82.2088446535392,-32.7512055480224,-46.4290971164095
410,20500,-20.8995620657226,-40.9764627089901,-14.0629480336112,-15.9350834726784,-74.0289377540501,-70.7708108179766,-52.5852799797278,-61.3761242952801
411,20550,-21.8024569239696,-44.7641771270607,-13.0920011230345,-16.3524975933484,-68.0375704619459,-76.9401731228906,-34.8832617400448,-59.3783869796419
412,20600,-20.7741775371498,-35.8706454425655,-16.8232454523786,-14.3376376835161,-56.5882993302874,-71.4376298429397,-96.6008083763959,-58.4901304153788
413,20650,-24.349361809811,-41.5497648668676,-18.9603301572985,-15.3601287055611,-51.8816494202226,-73.8921530208449,-53.4167005763879,-45.1702190844585
414,20700,-26.1975638165055,-35.8624026399764,-16.5744099527161,-16.7668113795669,-72.8422855464937,-66.0280726523958,-69.5518475896512,-43.2358242114932
415,20750,-29.5073646509818,-43.1341792667118,-21.6898410656291,-18.5844852966767,-45.7033107332184,-62.2383685131977,-35.1742376618635,-45.0530473157742
416,20800,-34.9036285099279,-44.0890258986438,-17.5270623463079,-14.7361314955871,-70.3399849373351,-76.0568240165027,-82.7119467193124,-45.3762197235514
417,20850,-37.1894891379183,-42.4322767171759,-18.0104220000057,-15.8579648374086,-72.3669874513367,-64.9330732881518,-33.8137615490491,-47.7197163666785
418,20900,-30.434040334906,-42.0081866018985,-17.4771548036609,-16.3924673638987,-40.1474282817326,-71.4792332033182,-105.911216256925,-47.2634765897201
419,20950,-28.1673409435079,-28.9696851243711,-13.7631349464084,-19.2556882806465,-72.5636269308794,-74.6704499311833,-69.90874079479,-48.0216568305711
420,21000,-20.0681224597319,-42.1394647796478,-15.6308174045201,-19.2400572133525,-72.2769768046094,-71.4856241155212,-75.8080516943928,-37.7008376069659
421,21050,-21.5594483262737,-34.1662327227569,-16.7278320370301,-18.5220748852183,-73.7343586924481,-73.0968045296317,-71.0968825813246,-37.1188720014861
422,21100,-32.3752765334286,-38.9045163380926,-20.1854959652928,-20.7543268703923,-70.2903046780249,-60.7119815530686,-92.9374329093518,-45.8580624320543
423,21150,-36.4396239709765,-42.1198040609953,-18.7924364087663,-18.5875016901144,-73.8156115146202,-70.4689508480716,-89.8240924162561,-48.387587219969
424,21200,-25.0638073144294,-35.1933389387021,-16.4703174746514,-15.900429117094,-70.6818094689367,-71.7007787038869,-65.9254161238114,-35.8791596123073
425,21250,-30.1288121253178,-44.3225494642467,-18.5509359002862,-20.5301774117042,-61.7339248718695,-65.2557925982033,-80.0457694806586,-46.7122913190561
426,21300,-33.3222937231521,-33.7760500955433,-17.0560732893841,-20.2237262244318,-90.3004554968249,-68.0726148833543,-32.4755960519688,-49.4619595219781
427,21350,-22.8261775062451,-42.4872435923638,-10.9937420699372,-16.6258197110467,-32.5710385479659,-74.4933521116309,-52.052465793799,-64.7215482302635
428,21400,-23.1044192618691,-36.5815483718722,-19.017045019778,-17.0153651688928,-61.4006833698619,-65.1120201800848,-33.3727193015962,-47.1062888102509
429,21450,-28.026490721875,-44.1951166041279,-17.8536150698172,-16.3439874748834,-68.4970156311713,-70.1419621472478,-37.9260934512402,-41.6320246014523
430,21500,-28.9911430228607,-40.5769964992303,-21.0041547313578,-19.5979697728741,-71.420599094007,-34.5669579120692,-34.2356579295454,-43.0452176480959
431,21550,-23.9341461345142,-43.8401972835574,-20.1933720961578,-17.3209082542779,-70.2127111267359,-62.7757062909851,-27.6763955847346,-47.9684213603542
432,21600,-27.1054693489829,-41.6179992793394,-13.3892989025549,-16.0385458881411,-75.8616833074664,-70.9845951878005,-50.402622816432,-47.3221901436625
433,21650,-28.4614357306058,-30.3967875182349,-16.6780299507593,-19.1822789461362,-55.7191319225366,-83.3663835293325,-69.082474720424,-60.724260094458
434,21700,-29.7432541540276,-38.6479061940861,-16.2971670307141,-20.5817750968553,-41.610502410979,-56.2937745272512,-50.578893932705,-35.1400572620322
435,21750,-25.6701027625432,-30.7798422594875,-17.3778845421526,-16.4133694236618,-43.9481613747003,-69.9189954747066,-51.0472124673926,-57.0139415147062
436,21800,-22.6049071851119,-36.0224226558993,-18.5439143007507,-17.3424980402943,-69.2227382715109,-68.9123701480263,-110.246057526009,-45.9969043858262
437,21850,-10.417547685087,-32.9255195752053,-18.1279730673278,-15.9307943770173,-67.7543142970526,-35.6586250077842,-82.1608646311924,-47.5174300530376
438,21900,-29.7903552384817,-33.7903002872604,-18.4055777305658,-18.173586991153,-63.9222632723047,-69.9950837390964,-30.7966728214157,-45.418406121894
439,21950,-14.0787813200808,-39.3497448929977,-17.6715529077767,-17.5314894328212,-48.5506395093543,-63.9814335838822,-70.9144895223486,-48.141970543124
440,22000,-27.4186096983003,-40.8461328234347,-16.7603929320742,-18.3415730583288,-71.8956269185033,-34.5677761556343,-24.5196652821196,-48.445078541763
441,22050,-33.664895509718,-36.2090954399293,-19.3678422219755,-18.3268311044047,-41.4338127821939,-61.793749729256,-52.4209013181944,-45.5867762008945
442,22100,-29.3284421172736,-40.6746535216177,-15.0036183005188,-15.7443102118619,-57.4124993207922,-68.1228828080145,-33.8164894686436,-43.7329230377019
443,22150,-34.1462674437995,-34.600830009684,-19.7427551784044,-17.7323094762698,-44.5613428685585,-67.667622614591,-73.1980986726757,-48.5818413274352
444,22200,-24.4117203493415,-42.0203904967553,-17.1073749201946,-20.1633194347947,-66.6786273080511,-66.9075818792685,-37.7250164813804,-36.7971219856148
445,22250,-24.7340551555574,-38.8688324031182,-16.7808129780464,-19.6166816172862,-45.0573847814473,-67.6028268803453,-65.4788606553629,-47.6772789741237
446,22300,-29.4577845639423,-38.0044440158953,-17.0448780842844,-17.5314540397643,-38.393565115938,-65.3355361317202,-65.1448406563281,-46.706931582772
447,22350,-32.1748524868314,-43.1777729670214,-18.0076728735404,-17.6581090499663,-41.015274583465,-72.7518417388732,-34.1513492079793,-49.945899538719
448,22400,-31.3390435382258,-42.6817461266585,-19.6099341053552,-18.0212153939611,-71.1640349515425,-66.2259326261043,-51.8907712594325,-57.1319805891884
449,22450,-39.2420350058802,-31.8243625416376,-17.2132652170862,-19.1937962611789,-38.4935665991655,-64.258662193171,-63.251196651157,-40.3188440687139
450,22500,-43.075228102715,-37.8619384993058,-14.4296095030456,-19.7106637257509,-44.1604648206142,-69.3622077757638,-76.2110395769605,-45.3880018680466
